sciName,id,phylosort,mainCommonName,otherCommonNames,subclass,infraclass,magnorder,superorder,order,suborder,infraorder,parvorder,superfamily,family,subfamily,tribe,subtribe,genus,subgenus,specificEpithet,authoritySpeciesAuthor,authoritySpeciesYear,authorityParentheses,originalNameCombination,authoritySpeciesCitation,authoritySpeciesLink,typeVoucher,typeKind,typeVoucherURIs,typeLocality,typeLocalityLatitude,typeLocalityLongitude,nominalNames,subspecies,taxonomyNotes,taxonomyNotesCitation,distributionNotes,distributionNotesCitation,subregionDistribution,countryDistribution,continentDistribution,biogeographicRealm,iucnStatus,extinct,domestic,flagged,CMW_sciName,diffSinceCMW,MSW3_matchtype,MSW3_sciName,diffSinceMSW3
Ornithorhynchus_anatinus,1000001,1,Platypus,Duck-billed Platypus,Prototheria,Australosphenida,NA,NA,Monotremata,NA,NA,NA,NA,Ornithorhynchidae,NA,NA,NA,Ornithorhynchus,NA,anatinus,G. K. Shaw,1799,1,Platypus anatinus,"Shaw, G.K. 1799-06. [Fascicle CXVIII]. Pp. pl. 385–pl. 388 in Shaw, G.K. 1798-1799. The Naturalist's Miscellany: or, coloured figures of natural objects; drawn and described immediately from nature. Vol. 10. Nodder, London, not continuously paginated pp.",https://www.biodiversitylibrary.org/page/59339864,BMNH:Mamm:1979.2184,holotype,https://data.nhm.ac.uk/object/76a5b996-a277-43e8-8ab0-dd9914731301,"""In Australasia."" Restricted to ""New Holland (= Sydney), New South Wales, Australia"" or the ""coastal region of New South Wales"" by numerous authors, although this type locality appears to have been erroneously restricted.",,,"anatinus (G. K. Shaw, 1799)|novaehollandiae de Lacépède, 1800|paradoxus Blumenbach, 1800 [nomen novum]|fuscus Lesueur & N.-M. Petit, 1807|rufus Lesueur & N.-M. Petit, 1807|brevirostris W. Ogilby, 1832|crispus W. MacGillivray, 1832|laevis W. MacGillivray, 1832|agilis De Vis, 1885|phoxinus O. Thomas, 1923|triton O. Thomas, 1923",NA,"Originally described in the genus _Platypus_ Shaw, 1799, but this is preoccupied by a genus of beetle (_Platypus_ Herbst, 1793), leaving _Ornithorhynchus_ Blumenbach, 1800 as the next available generic name. No subspecies have been recognized (Pasitschniak-Arts and Marinelli 1998), although 3-5 divergent clades have been identified across the species distribution using microsatellites and mitochondrial DNA (Furlan et al. 2010; Gongora et al. 2012; Kolomyjec et al. 2013) that could represent distinct subspecies; the most divergent of these lineages is found on Tasmania and King Island, while the genetic structure on mainland Australia is associated with river systems (Bino et al. 2019). Size variation is clinal in association to environmental temperature (larger animals in colder regions; Furlan et al. 2012), but no other morphological variation has been studied across the species distribution. Monotypic.","Pasitschniak-Arts, M. and Marinelli, L. 1998. Ornithorhynchus anatinus. Mammalian Species 585:1-9. doi:10.2307/3504433|Furlan, E., Umina, P.A., Mitrovski, P.J., Gust, N., Griffiths, J. and Weeks, A.R. 2010. High levels of genetic divergence between Tasmanian and Victorian platypuses, _Ornithorhynchus anatinus_, as revealed by microsatellite loci. Conservation Genetics 11(1):319-323. doi:10.1007/s10592-009-0012-0|Furlan, E., Griffiths, J., Gust, N., Armistead, R., Mitrovski, P., Handasyde, K.A., Serena, M., Hoffmann, A.A. and Weeks, A.R. 2012. Is body size variation in the platypus (_Ornithorhynchus anatinus_) associated with environmental variables?. Australian Journal of Zoology 59(4):201-215. doi:10.1071/ZO11056|Gongora, J., Swan, A.B., Chong, A.Y., Ho, S.Y.W., Damayanti, C.S., Kolomyjec, S., Grant, T., Miller, E., Blair, D., Furlan, E. and Gust, N. 2012. Genetic structure and phylogeography of platypuses revealed by mitochondrial DNA. Journal of Zoology, London 286(2):110-119. doi:10.1111/j.1469-7998.2011.00854.x|Kolomyjec, S.H., Grant, T.R., Johnson, C.N. and Blair, D. 2014. Regional population structuring and conservation units in the platypus (_Ornithorhynchus anatinus_). Australian Journal of Zoology 61(5):378-385. doi:10.1071/ZO13029|Bino, G., Kingsford, R.T., Archer, M., Connolly, J.H., Day, J., Dias, K., Goldney, D., Gongora, J., Grant, T., Griffiths, J., Hawke, T., Klamt, M., Lunney, D., Mijangos, L., Munks, S., Sherwin, W., Serena, M., Temple-Smith, P., Thomas, J., Williams, G. and Whittington, C. 2019. The platypus: evolutionary history, biology, and an uncertain future. Journal of Mammalogy 100(2):308-327. doi:10.1093/jmammal/gyz058","E Australia from NE Queensland through W New South Wales and Victoria, including King I and Tasmania. Distribution is primarily continuous within some catchments but dicontinuous or poorly known in others. Extinct in the Adelaide Hills and Mount Lofty Ranges in South Australia and may be extinct in various catchments throughout the rest of their distribution (Hawke et al. 2019). Introduced to E Kangaroo I.","Hawke, T., Bino, G. and Kingsford, R.T. 2019. A silent demise: Historical insights into population changes of the iconic platypus (_Ornithorhynchus anatinus_). Global Ecology and Conservation 20:e00720. doi:10.1016/j.gecco.2019.e00720","Australia(NSW,QLD,TAS,VIC)",Australia,Oceania (Continent),Australasia,NT,0,0,0,Ornithorhynchus_anatinus,0,sciname match,Ornithorhynchus_anatinus,0
Tachyglossus_aculeatus,1000002,1,Short-beaked Echidna,Australian Echidna|Short-nosed Echidna|Spiny Anteater|Bristly Echidna|Kangaroo Island Echidna,Prototheria,Australosphenida,NA,NA,Monotremata,NA,NA,NA,NA,Tachyglossidae,NA,NA,NA,Tachyglossus,NA,aculeatus,G. K. Shaw,1792,1,Myrmecophaga aculeata,"Shaw, G.K. 1792-07. [Fascicle XXXVI]. Pp. pl. 108–pl. 110 in Shaw, G.K. 1791-1792. The Naturalist's Miscellany: or, coloured figures of natural objects; drawn and described immediately from nature. Vol. 3. Nodder, London, not continuously paginated pp.",https://www.biodiversitylibrary.org/page/59564684,untraced (number not known),syntypes,," “New Holland [= Sydney]”, New South Wales, Australia.",,,"aculeatus (G. K. Shaw, 1792)|novaehollandiae (de Lacépède, 1799)|hystrix (Home, 1802) [nomen novum]|histrix (É. Geoffroy Saint-Hilaire, 1803) [preoccupied]|setosus (É. Geoffroy Saint-Hilaire, 1803)|breviaculeatus (Tiedemann, 1808)|longiaculeatus (Tiedemann, 1808) [nomen novum]|myrmecophagus (Goldfuss, 1809)|longirostrus (Perry, 1810)|australiensis (Lesson, 1827)|eracinius (Mudie, 1829)|australis (Lesson, 1838)|histrix (G. R. Waterhouse, 1838) [incorrect subsequent spelling]|acrobata (E. Blyth, 1863) [nomen novum]|brevicaudata (J. E. Gray, 1865) [incorrect subsequent spelling | not used as valid]|corealis (Krefft, 1872)|orientalis (Krefft, 1872)|lawesii E. P. Ramsay, 1877|acanthion (R. Collett, 1885)|typicus (O. Thomas, 1885) [nomen novum]|lawesi (Trouessart, 1905) [incorrect subsequent spelling]|multiaculeatus (W. Rothschild, 1905)|ineptus O. Thomas, 1906|hobartensis (R. Kowarzik, 1909) [nomen nudum]|sydneiensis (R. Kowarzik, 1909) [nomen novum]","_T. a. acanthion_ (Collett, 1885) (synonyms: _ineptus_ Thomas, 1906); _T. a. aculeatus_ (Shaw, 1792) (synonyms: _acrobata_ (Blyth, 1863), _australiensis_ (Lesson, 1827), _australis_ (Lesson, 1838), _corealis_ (Krefft, 1872), _eracinius_ (Mudie, 1829), _histrix_ (Geoffroy Saint-Hilaire, 1803), _hystrix_ (Home, 1802), _longiaculeatus_ (Tiedemann, 1808), _myrmecophagus_ (Goldfuss, 1809), _novaehollandiae_ (Lacépède, 1799), _orientalis_ (Krefft, 1872), _typicus_ (Thomas, 1885)); _T. a. lawesii_ Ramsay, 1877; _T. a. multiaculeatus_ (Rothschild, 1905) (synonyms: _sydneiensis_ (Kowarzik, 1909)); _T. a. setosus_ (Geoffroy Saint-Hilaire, 1803) (synonyms: _breviaculeatus_ (Tiedemann, 1808), _hobartensis_ (Kowarzik, 1909), _longirostrus_ (Perry, 1810))","Five subspecies have been defined based on morphological variation, but the taxonomy of the species has not been revised using modern methods. It is likely that there are multiple taxa within _T. aculeatus_ as currently defined considering the degree of morphological variation within the species, but further research is needed to determine if these represent species or subspecies. The only molecular data available from across the distribution of the species is a single mitochondrial gene used to identify source populations of captive and trafficked animals, but this data indicates that there are multiple divergent mitochondrial clades across the species distribution (Summerell et al. 2019). Five subspecies are recognized here pending a taxonomic revision: _T. a. aculeatus_, _T. a. acanthion_, _T. a. lawesii_, _T. a. multiaculeatus_, and _T. a. setosus_.","Rismiller, P.D. and Grutzner, F. 2019. _Tachyglossus aculeatus_ (Monotremata: Tachyglossidae). Mammalian Species 51(980):75-91. doi:10.1093/mspecies/sez012|Summerell, A.E., Frankham, G.J., Gunn, P. and Johnson, R.N. 2019. DNA based method for determining source country of the short beaked echidna (_Tachyglossus aculeatus_) in the illegal wildlife trade. Forensic Science International 295:46-53. doi:10.1016/j.forsciint.2018.11.019","Continental Australia, including Tasmania, Groote Eylandt, and Bigge, Mua (Hitchcock et al. 2014), Dunk, Magnetic, Fraser, North Stradbroke, King, Flinders, and Kangaroo Is; coastal and highland regions of SE and E New Guinea (including Markham Valley), both C and S Papua New Guinea and SE Papua Province, Indonesia.","Hitchcock, G., Conaty, S.D., Fell, D.G., Gordon, G., Ingram, M.S., Reis, T.M., Stanton, D.J. and Wigness, J.N. 2014. Range extension of the Short-beaked Echidna _Tachyglossus aculeatus_ (Monotremata: Tachyglossidae) and the Northern Brown Bandicoot _Isoodon macrourus_ (Marsupialia: Peramelidae) in Queensland: Mua (Moa Island), Torres Strait. Memoirs of the Queensland Museum (Nature)59:1-7. doi:10.17082/j.2204-1478.59.2014.2013-06","Australia(ACT,NSW,NT,QLD,SA,TAS,VIC,WA)|Indonesia(PP)",Australia|Indonesia|Papua New Guinea,Oceania (Continent),Australasia,LC,0,0,0,Tachyglossus_aculeatus,0,sciname match,Tachyglossus_aculeatus,0
Thylacinus_cynocephalus,1000220,6,Thylacine,Hyena Opossum|Marsupial Wolf|Tasmanian Tiger|Tasmanian Wolf|Zebra Wolf,Theria,Marsupialia,NA,Australidelphia,Dasyuromorphia,NA,NA,NA,NA,Thylacinidae,NA,NA,NA,Thylacinus,NA,cynocephalus,G. P. R. Harris,1808,1,Didelphis cynocephala,"Harris, G.P.R. 1808-11-23. Description of two new species of _Didelphis_ from Van Diemen's Land. Transactions of the Linnean Society of London 9(1):174-178.",https://www.biodiversitylibrary.org/page/757948,untraced (number not known),nonexistent,,"Tasmania, Australia.",,,"cynocephalus (G. P. R. Harris, 1808)|cyanocephalus (Fleming, 1822) [incorrect subsequent spelling]|harrisii Temminck, 1824 [nomen novum]|striatus Burnett, 1830 [nomen nudum]|lucocephalus (Grant, 1831)|striatus Warlow, 1833 [nomen novum]|spelaeus R. Owen, 1845|communis Anonymous, 1859|breviceps Krefft, 1868|major R. Owen, 1877|rostralis De Vis, 1893",NA,NA,NA,,,,Australia|Indonesia|Papua New Guinea,Oceania (Continent),Australasia,EX,1,0,0,Thylacinus_cynocephalus,0,sciname match,Thylacinus_cynocephalus,0
Loxodonta_africana,1000522,14,African Savanna Elephant,African Bush Elephant,Theria,Placentalia,Atlantogenata,Afrotheria,Proboscidea,Elephantiformes,Elephantimorpha,Elephantida,NA,Elephantidae,Elephantinae,Loxodontini,NA,Loxodonta,NA,africana,Blumenbach,1797,1,Elephas africanus,"Blumenbach, J.F. 1797. Handbuch der Naturgeschichte. Fünfte Auflage. Johann Christian Dieterich, Göttingen, 714 pp.",https://www.biodiversitylibrary.org/page/44308438,untraced (number not known),nonexistent,,"Orange River, South Africa.",,,"africana (Blumenbach, 1797)|capensis (G. Cuvier, 1797)|prisca (Goldfuss, 1823)|cornaliae Aradas, 1870|knochenhaueri (Matschie, 1900)|oxyotis (Matschie, 1900)|cavendishi (Lydekker, 1907)|orleansi (Lydekker, 1907)|peeli (Lydekker, 1907)|rothschildi (Lydekker, 1907)|selousi (Lydekker, 1907)|toxotis (Lydekker, 1907)|typica (Lydekker, 1907) [nomen novum]|mocambica (Frade, 1924)|zukowskyi Strand, 1924|angolensis Frade, 1928|obliqua Dart, 1929|prima Dart, 1929|berbericus (Seurat, 1930) [nomen nudum]|pharaohensis Deraniyagala, 1948|hannibali Deraniyagala, 1953 [nomen nudum]|angammensis Coppens, 1965",NA,"previously include L. cyclotis, although some authorities still treat the two species as one","Penny, D., Rohland, N., Reich, D., Mallick, S., Meyer, M., Green, R.E., Georgiadis, N.J., Roca, A.L. and Hofreiter, M. 2010. Genomic DNA sequences from mastodon and woolly mammoth reveal deep speciation of forest and savanna elephants. PLoS Biology 8(12):e1000564. doi:10.1371/journal.pbio.1000564",,,,Angola|Benin|Botswana|Burkina Faso|Cameroon|Central African Republic|Chad|Cote d'Ivoire|Democratic Republic of the Congo|Eritrea|Eswatini|Ethiopia|Ghana|Guinea|Guinea-Bissau|Kenya|Liberia|Malawi|Mali|Mozambique|Namibia|Niger|Nigeria|Rwanda|Senegal|Sierra Leone|Somalia|South Africa|South Sudan|Tanzania|Togo|Uganda|Zambia|Zimbabwe,Africa,Afrotropic,EN,0,0,0,Loxodonta_africana,0,sciname match,Loxodonta_africana,0
Homo_sapiens,1000718,19,Human,,Theria,Placentalia,Boreoeutheria,Euarchontoglires,Primates,Haplorhini,Simiiformes,Catarrhini,Hominoidea,Hominidae,Homininae,Hominini,NA,Homo,NA,sapiens,Linnaeus,1758,0,Homo Sapiens,"Linnaeus, C. 1758-01-01. Systema naturæ per regna tria naturæ, secundum classes, ordines, genera, species, cum characteribus, differentiis, synonymis, locis. Tomus I. Editio decima, reformata. Laurentii Salvii, Stockholm, 823 pp.",https://www.biodiversitylibrary.org/page/25033812,,,,"Uppsala, Sweden.",,,"afer Linnaeus, 1758|americanus Linnaeus, 1758|asiaticus Linnaeus, 1758|europaeus Linnaeus, 1758|monstrosus Linnaeus, 1758 [nomen nudum]|sapiens Linnaeus, 1758|troglodytes Linnaeus, 1758|lucifer (Linnaeus, 1760)|diurnus P. L. S. Müller, 1773 [nomen novum]|nocturnus P. L. S. Müller, 1773|aethiopicus Bory de Saint-Vincent, 1825|americanus Bory de Saint-Vincent, 1825 [preoccupied]|arabicus Bory de Saint-Vincent, 1825|australasiaticus A. G. Desmarest, 1825 [incorrect subsequent spelling]|australasicus Bory de Saint-Vincent, 1825|cafer Bory de Saint-Vincent, 1825|colombicus Bory de Saint-Vincent, 1825|hottentotus Bory de Saint-Vincent, 1825|hyperboreus Bory de Saint-Vincent, 1825|indicus Bory de Saint-Vincent, 1825|japeticus Bory de Saint-Vincent, 1825|melaninus Bory de Saint-Vincent, 1825|neptunianus Bory de Saint-Vincent, 1825|patachonicus A. G. Desmarest, 1825 [incorrect subsequent spelling]|patagonus Bory de Saint-Vincent, 1825|scythicus Bory de Saint-Vincent, 1825|sinicus Bory de Saint-Vincent, 1825|bifstickius Anonymous, 1826|gallicus Anonymous, 1826|australaricus J. B. Fischer, 1829 [incorrect subsequent spelling | not used as valid]|columbicus J. B. Fischer, 1829 [incorrect subsequent spelling]|polynesius J. B. Fischer, 1829 [nomen novum]|austroafricanus Gistel, 1848|caucasicus Gistel, 1848|celticus Gistel, 1848|euroafricanus Gistel, 1848|germanicus Gistel, 1848|lappo Gistel, 1848|mongolicus Gistel, 1848|occidentalis Gistel, 1848|pelagius Gistel, 1848|sinensis Gistel, 1848|slavonicus Gistel, 1848|yacanacus Gistel, 1848|pliocenicus Kobelt, 1891|priscus de Lapouge, 1899|spelaeus de Lapouge, 1899|aldrovandi (Sherborn, 1902) [nomen novum]|primigenius Wilser, 1903 [preoccupied]|grimaldii de Lapouge, 1906|pampaeus F. Ameghino, 1906|neogaeus Lehmann-Nitsche, 1907|ameghini Giuffrida-Ruggieri, 1908 [nomen novum]|platensis (F. Ameghino, 1909)|aurignacensis H. Klaatsch & Hauser, 1910|caputinclinatus F. Ameghino, 1910|hauseri H. Klaatsch & Hauser, 1910 [preoccupied]|sinemento F. Ameghino, 1910|antiquus (Sergi, 1911) [preoccupied]|archaicus (Sergi, 1911)|breladensis Marett, 1911|eurafricanus (Sergi, 1911) [preoccupied]|recens (Sergi, 1911)|dawsoni (Smith Woodward, 1913)|fossilis Behm, 1915 [preoccupied]|protoaethiopicus Giuffrida-Ruggeri, 1915|capensis Broom in Matthew, 1917|predmostensis H. Klaatsch & Heilborn, 1920|cromagnonensis Gregory, 1921|grimaldiensis Gregory, 1921|wadjakensis E. Dubois, 1921|grimaldicus Hilber, 1922|aethiopicus Pycraft, 1925 [preoccupied]|antiquus Pycraft, 1925 [preoccupied]|ceylonensis Pycraft, 1925|larterti Pycraft, 1925|maritimus Pycraft, 1925|mincopaeus Pycraft, 1925|parvus Pycraft, 1925|patachonicus Pycraft, 1925|sandvicensis Pycraft, 1925|steatopygus Pycraft, 1925|sumatrensis Pycraft, 1925|tasmanensis Pycraft, 1925|africanus Drennan, 1929 [preoccupied]|drennani O. Kleinschmidt, 1931|piltdownensis A. Keith, 1931|palestinensis (Weidenreich, 1932)|palestinus (McCown & A. Keith, 1934)|novusmundus Figgins, 1935|predmosti Matiegka, 1938 [variant]|palestinensis (McCown & A. Keith, 1939) [preoccupied]|leakeyi Paterson, 1940 [nomen nudum]|turkanus Deraniyagala, 1948|balangodensis Deraniyagala, 1955|negroideus Deraniyagala, 1957|shanidarensis Şenyürek, 1957|sinhaleyus Deraniyagala, 1957|sinhaleyus (Deraniyagala, 1960) [preoccupied]|laterti B. G. Campbell, 1965 [incorrect subsequent spelling]|daliensis Wu Xinzhi, 1981|antuensis Jiang Peng, 1982 [nomen nudum]|gartleri (Van Valen & Maiorana, 1991)|idaltu T. D. White, Asfaw, DeGusta, H. Gilbert, G. D. Richards, Suwa, & F. C. Howell, 2003",NA,"Listed as 'domestic=0' given a revised MDD definition of domestication to be 'domesticated by human artificial selection' (see About page). Evidence that modern humans have some BAZ1B genes associated with domestication in other species suggests that natural selection for self-domestication may have occurred, but this does not fit the criteria of domestication for the MDD.","Zanella, M., Vitriolo, A., Andirko, A., Martins, P.T., Sturm, S., O'Rourke, T., Laugsch, M., Malerba, N., Skaros, A., Trattaro, S., Germain, P.-L., Mihailovic, M., Merla, G., Rada-Iglesias, A., Boeckx, C. and Testa, G. 2019. Dosage analysis of the 7q11.23 Williams region identifies _BAZ1B_ as a major human gene patterning the modern human face and underlying self-domestication. Science Advances 5(12):eaaw7908. doi:10.1126/sciadv.aaw7908",,,,NA,NA,NA,NE,0,0,0,Homo_sapiens,0,sciname match,Homo_sapiens,0
Canis_lupus,1005943,25,Gray Wolf,Wolf|Timber Wolf|Tundra Wolf|Arctic Wolf,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Carnivora,Caniformia,Cynoidea,NA,NA,Canidae,Caninae,Canini,Canina,Canis,NA,lupus,Linnaeus,1758,0,Canis Lupus,"Linnaeus, C. 1758-01-01. Systema naturæ per regna tria naturæ, secundum classes, ordines, genera, species, cum characteribus, differentiis, synonymis, locis. Tomus I. Editio decima, reformata. Laurentii Salvii, Stockholm, 823 pp.",https://www.biodiversitylibrary.org/page/25033831,,,,Sweden.,,,"lupus Linnaeus, 1758|albus Kerr, 1792|flavus Kerr, 1792|niger Kerr, 1792|campestris Dwigubski, 1804|communis Dwigubski, 1804|niger Hermann, 1804 [preoccupied]|albus Sabine, 1823 [preoccupied]|griseus Sabine, 1823 [preoccupied]|nubilus Say in James, 1823|spelaeus Goldfuss, 1823|ater (J. Richardson, 1829)|occidentalis J. Richardson, 1829|sticte (J. Richardson, 1829)|pallipes W. H. Sykes, 1831|vulgaris (S.D.W., 1836) [nomen novum]|canus de Sélys-Longchamps, 1839 [nomen nudum]|fulvus de Sélys-Longchamps, 1839 [nomen nudum]|fuscus J. Richardson, 1839|hodophilax Temminck, 1839|orientalis (J. A. Wagner, 1841) [preoccupied]|variabilis zu Wied-Neuwied, 1841|indicus de Blainville, 1843 [nomen nudum]|hodopylax Temminck, 1844 [incorrect subsequent spelling]|laniger (B. H. Hodgson, 1847) [preoccupied]|gigas (J. K. Townsend, 1850)|griseoalbus S. F. Baird, 1857|chanco J. E. Gray, 1863|major Ogérien, 1863 [preoccupied]|minor Ogérien, 1863 [preoccupied]|hodophylax A. Murray, 1866 [incorrect subsequent spelling]|edwardsianus (Bourguignat, 1875)|nemesianus (Bourguignat, 1875)|niger P. L. Sclater, 1875 [preoccupied]|chanko Przewalski, 1878 [incorrect subsequent spelling]|suessii (Woldřich, 1878)|desertorum Bogdanov, 1882|anglicus (Lydekker, 1884) [preoccupied]|japonicus (Nehring, 1885) [nomen novum | preoccupied]|angustifrons A. Pomel, 1897|getulus A. Pomel, 1897|latifrons A. Pomel, 1897|prokelb A. Pomel, 1897|suessi Trouessart, 1904 [incorrect subsequent spelling]|pambasileus D. G. Elliot, 1905|deitanus Cabrera, 1907|signatus Cabrera, 1907|filchneri (Matschie, 1908)|karanorensis (Matschie, 1908)|tschiliensis (Matschie, 1908)|altaicus (Noack, 1910)|furlongi J. C. Merriam, 1910|milleri J. C. Merriam, 1912|tundrarum G. S. Miller, 1912|italicus Altobello, 1921 [preoccupied]|argunensis Dybowski, 1922 [nomen nudum]|cubanensis Ognev, 1922|kamtschaticus Dybowski, 1922 [nomen nudum]|orientalis Dybowski, 1922 [nomen nudum]|turuchanensis Ognev, 1922|coreanus Y. Abe, 1923|kurjak Bolkay, 1925|dybowskii Domaniewski, 1926|bactrianus M. K. Laptev, 1929|baileyi E. W. Nelson & E. A. Goldman, 1929|hattai Kishida, 1931|crassodon E. R. Hall, 1932|arabs Pocock, 1934|arctos Pocock, 1935|orion Pocock, 1935|rex Pocock, 1935|dorogostaiskii Skalon, 1936|beothucus G. M. Allen & T. Barbour, 1937|irremotus E. A. Goldman, 1937|labradorius E. A. Goldman, 1937|ligoni E. A. Goldman, 1937|mogollonensis E. A. Goldman, 1937|monstrabilis E. A. Goldman, 1937|youngi E. A. Goldman, 1937|alces E. A. Goldman, 1941|columbianus E. A. Goldman, 1941|hudsonicus E. A. Goldman, 1941|banksianus R. M. Anderson, 1943 [incorrect original spelling]|bernardi R. M. Anderson, 1943|mackenzii R. M. Anderson, 1943|manningi R. M. Anderson, 1943|knightii R. M. Anderson, 1947 [nomen novum]|lunellensis Bonifay, 1971|santenaisiensis Argant, 1991|brevis Kuzmina & Sablin, 1995|himalayaensis Aggarwal, Ramadevi, & L. Singh, 2003 [nomen nudum]|indica Aggarwal, Ramadevi, & L. Singh, 2003 [nomen nudum]|cubanenesis Wozencraft, 2005 [incorrect subsequent spelling | not used as valid]|barnensis Sonakia & S. Biswas, 2011|maximus Boudadi-Maligne, 2012|cristaldii Angelici & L. Rossi, 2018","_C. l. albus_ Kerr, 1792 (synonyms: _dybowskii_ Domaniewski, 1926, _kamtschaticus_ Dybowski, 1922, _turuchanensis_ Огнёв, 1922); _C. l. alces_ Goldman, 1941; _C. l. arabs_ Pocock, 1934; _C. l. arctos_ Pocock, 1935; _C. l. baileyi_ Nelson & Goldman, 1929; _C. l. barnensis_ Sonakia & Biswas, 2011 (fossil); _C. l. beothucus_ Allen & Barbour, 1937; _C. l. bernardi_ Anderson, 1943; _C. l. campestris_ Dwigubski, 1804 (synonyms: _bactrianus_ Laptev, 1929, _cubanensis_ Огнёв, 1922, _desertorum_ Bogdanov, 1882); _C. l. chanco_ Gray, 1863 (synonyms: _coreanus_ Abe, 1923, _dorogostaiskii_ Скалон, 1936, _himalayaensis_ Aggarwal, Ramadevi & Singh, 2003, _karanorensis_ (Matschie, 1908), _niger_ Sclater, 1875, _tschiliensis_ (Matschie, 1908)); _C. l. columbianus_ Goldman, 1941; _C. l. crassodon_ Hall, 1932; _C. l. cristaldii_ Angelici & Rossi, 2018 (recently extinct); _C. l. filchneri_ (Matschie, 1908); _C. l. furlongi_ Merriam, 1910 (fossil; synonyms: _milleri_ Merriam, 1912); _C. l. fuscus_ Richardson, 1839 (synonyms: _gigas_ (Townsend, 1850)); _C. l. griseoalbus_ Baird, 1857 (synonyms: _griseus_ Sabine, 1823, _knightii_ Anderson, 1947); _C. l. hattai_ Kishida, 1931 (recently extinct; synonyms: _rex_ Pocock, 1935); _C. l. hodophilax_ Temminck, 1839 (recently extinct; synonyms: _japonicus_ (Nehring, 1885)); _C. l. hudsonicus_ Goldman, 1941; _C. l. irremotus_ Goldman, 1937; _C. l. labradorius_ Goldman, 1937; _C. l. laniger_ (Hodgson, 1847); _C. l. ligoni_ Goldman, 1937; _C. l. lunellensis_ Bonifay, 1971 (fossil); _C. l. lupus_ Linnaeus, 1758 (synonyms: _altaicus_ (Noack, 1910), _argunensis_ Dybowski, 1922, _canus_ Sélys-Longchamps, 1839, _communis_ Dwigubski, 1804, _deitanus_ Cabrera, 1907, _flavus_ Kerr, 1792, _fulvus_ Sélys-Longchamps, 1839, _italicus_ Altobello, 1921, _kurjak_ Bolkay, 1925, _lycaon_ Trouessart, 1910, _major_ Ogérien, 1863, _minor_ Ogérien, 1863, _niger_ Hermann, 1804, _orientalis_ (Wagner, 1841), _orientalis_ Dybowski, 1922, _signatus_ Cabrera, 1907, _vulgaris_ (S.D.W., 1836)); _C. l. mackenzii_ Anderson, 1943 (synonyms: _albus_ Sabine, 1823); _C. l. manningi_ Anderson, 1943; _C. l. maximus_ Boudadi-Maligne, 2012 (fossil); _C. l. mogollonensis_ Goldman, 1937; _C. l. monstrabilis_ Goldman, 1937; _C. l. nubilus_ Say, 1823 (synonyms: _niger_ Kerr, 1792, _variabilis_ Wied-Neuwied, 1841); _C. l. occidentalis_ Richardson, 1829 (synonyms: _ater_ (Richardson, 1829), _sticte_ (Richardson, 1829)); _C. l. orion_ Pocock, 1935; _C. l. pallipes_ Sykes, 1831 (synonyms: _indica_ Aggarwal, Ramadevi & Singh, 2003, _indicus_ Blainville, 1843); _C. l. pambasileus_ Elliot, 1905; _C. l. santenaisiensis_ Argant, 1991 (fossil); _C. l. spelaeus_ Goldfuss, 1823 (fossil; synonyms: _brevis_ Kuzmina & Sablin, 1995, _nemesianus_ (Bourguignat, 1875), _suessii_ (Woldřich, 1878)); _C. l. tundrarum_ Miller, 1912; _C. l. youngi_ Goldman, 1937","previously included C. lycaon and C. rufus;
the subspecies chanco from the Tibetan Plateau has been considered by some to represent a distinct species, although this requires further investigation; wild form of Canis familiaris","Gentry, A., Clutton-Brock, J. and Groves, C.P. 2004. The naming of wild animal species and their domestic derivatives. Journal of Archaeological Science 31(5):645-651. doi:10.1016/j.jas.2003.10.006|vonHoldt, B.M., Cahill, J.A., Fan, Z.-x., Gronau, I., Robinson, J., Pollinger, J.P., Shapiro, B., Wall, J. and Wayne, R.K. 2016. Whole-genome sequence analysis shows that two endemic species of North American wolf are admixtures of the coyote and gray wolf. Science Advances 2(7):e1501714. doi:10.1126/sciadv.1501714|Viranta, S., Werhahn, G. and Machado, F.A. 2025. Morphometric evidence for the differentiation of the Himalayan wolf _Canis lupus chanco_ (Canidae; Carnivora). Mammal Research 70(2):195-203. doi:10.1007/s13364-025-00793-2",,,"USA(AK,AZ,ID,MT,NM,OR,WA,WY)",Afghanistan|Albania|Armenia|Austria|Azerbaijan|Belarus|Belgium|Bhutan|Bosnia and Herzegovina|Bulgaria|Canada|China|Croatia|Czech Republic|Denmark|Estonia|Finland|France|Georgia|Germany|Greece|Greenland|Hungary|India|Iran|Iraq|Israel|Italy|Jordan|Kazakhstan|Kosovo|Kuwait|Kyrgyzstan|Latvia|Lebanon|Liechtenstein|Lithuania|Luxembourg|Mexico|Moldova|Mongolia|Montenegro|Myanmar|Nepal|Netherlands|North Korea|North Macedonia|Norway|Oman|Pakistan|Palestine|Poland|Portugal|Qatar|Romania|Russia|Saudi Arabia|Serbia|Slovakia|Slovenia|South Korea|Spain|Sweden|Switzerland|Syria|Tajikistan|Turkey|Turkmenistan|Ukraine|United Arab Emirates|United States|Uzbekistan|Yemen|Bangladesh?,Asia|Europe|North America,Nearctic|Palearctic,LC,0,0,0,Canis_lupus,0,sciname match,Canis_lupus,0
